index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
587,2013,Requiem,Lauren Oliver,eng,Intermediate,3.74,100593,fiction,698.6,0,4.99,659,"Amazon Digital Services,  Inc.",55080
588,1996,A Crown of Swords,Robert Jordan,eng,Intermediate,4,86421,nonfiction,137.61,0,0.99,661,"Amazon Digital Services,  Inc.",54000
590,1985,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,eng,Excellent,4.18,71095,fiction,725.88,435.528,5.26,665,Penguin Group (USA) LLC,53784
591,2012,Finale,Becca Fitzpatrick,eng,Excellent,4.22,107569,fiction,1516.62,909.972,10.99,666,Penguin Group (USA) LLC,53784
592,1985,Skeleton Crew,Stephen King,eng,Intermediate,3.93,82320,fiction,957.72,574.632,6.94,668,Random House LLC,53568
593,2002,Lullaby,Chuck Palahniuk,Unknown,Intermediate,3.73,66713,fiction,1094.63,656.778,7.99,671,Hachette Book Group,53352
594,2009,Two States,Chetan Bhagat,eng,Intermediate,3.42,67866,fiction,836.4,501.84,6.15,675,"Amazon Digital Services,  Inc.",53352
596,2002,Summer Knight,Jim Butcher,eng,Excellent,4.3,91012,fiction,542.64,0,3.99,676,"Amazon Digital Services,  Inc.",52920
597,1968,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",eng,Excellent,4.1,95378,fiction,133.65,0,0.99,679,"Amazon Digital Services,  Inc.",52488
598,2007,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",eng,Intermediate,3.81,108399,fiction,538.65,0,3.99,680,"Amazon Digital Services,  Inc.",52488
599,2014,Ugly Love,Colleen Hoover,eng,Excellent,4.3,107583,fiction,808.65,485.19,5.99,681,Random House LLC,52488
600,1998,Chocolat,Joanne Harris,eng,Intermediate,3.95,84770,nonfiction,873.68,524.208,6.52,682,"Amazon Digital Services,  Inc.",52056
601,1977,The Amityville Horror,Jay Anson,eng,Intermediate,3.82,80959,fiction,1191.26,714.756,8.89,684,Hachette Book Group,52056
602,1992,The English Patient,Michael Ondaatje,Unknown,Intermediate,3.88,83741,fiction,663.67,0,4.99,688,"Amazon Digital Services,  Inc.",51840
603,2012,Gabriel's Rapture,Sylvain Reynard,eng,Excellent,4.22,91213,fiction,530.67,0,3.99,689,"Amazon Digital Services,  Inc.",51624
604,1914,Dubliners,"James Joyce, Jeri Johnson",eng,Intermediate,3.85,73140,fiction,397.67,238.602,2.99,690,Random House LLC,51408
605,2009,Let the Great World Spin,Colum McCann,en-US,Intermediate,3.93,71515,fiction,394.68,0,2.99,692,"Amazon Digital Services,  Inc.",51192
606,2003,The Eternity Code,Eoin Colfer,eng,Excellent,4.04,94437,fiction,394.68,0,2.99,692,"Amazon Digital Services,  Inc.",51192
607,2001,Tell No One,Harlan Coben,eng,Excellent,4.11,78070,fiction,394.68,236.808,2.99,693,"Amazon Digital Services,  Inc.",50976
608,1987,The Tommyknockers,Stephen King,eng,Famous,3.48,89262,fiction,790.68,0,5.99,693,"Amazon Digital Services,  Inc.",50760
609,2010,Hex Hall,Rachel Hawkins,eng,Intermediate,3.96,109881,fiction,526.68,0,3.99,693,"Amazon Digital Services,  Inc.",50544
610,2010,Steal Like an Artist,Austin Kleon,en-US,Intermediate,3.86,93625,fiction,130.68,78.408,0.99,694,"Amazon Digital Services,  Inc.",50328
611,1999,Cryptonomicon,Neal Stephenson,eng,Excellent,4.25,72683,children,327.36,196.416,2.48,694,Random House LLC,50112
612,2013,Beautiful Bastard,Christina Lauren,eng,Excellent,4.05,111668,fiction,394.68,0,2.99,695,"Amazon Digital Services,  Inc.",49896
613,2000,Prodigal Summer,Barbara Kingsolver,en-US,Intermediate,3.98,78529,fiction,260.69,156.414,1.99,696,Simon and Schuster Digital Sales Inc,49896
614,1996,We Were the Mulvaneys,Joyce Carol Oates,eng,Intermediate,3.7,77251,fiction,1395.15,837.09,10.65,698,Hachette Book Group,49680
615,1993,Understanding Comics: The Invisible Art,Scott McCloud,en-US,Intermediate,3.98,77277,nonfiction,129.69,77.814,0.99,699,"Amazon Digital Services,  Inc.",49680
616,2010,Beautiful Darkness,"Kami Garcia, Margaret Stohl",en-US,Intermediate,3.84,95447,nonfiction,260.69,156.414,1.99,700,HarperCollins Publishers,49248
617,2011,The Psychopath Test,Jon Ronson,eng,Intermediate,3.91,44097,fiction,492.7,295.62,3.79,701,Macmillan,49032
618,2005,Vanishing Acts,Jodi Picoult,en-US,Intermediate,3.68,79662,fiction,258.7,155.22,1.99,703,Random House LLC,48816
619,1995,Absolute Power,David Baldacci,eng,Excellent,4.15,72481,fiction,1656.2,993.72,12.74,704,Macmillan,48816
620,2000,Hot Six,Janet Evanovich,eng,Excellent,4.18,99329,fiction,514.71,0,3.99,705,"Amazon Digital Services,  Inc.",48600
621,2012,The Time Keeper,Mitch Albom,eng,Intermediate,3.85,72277,fiction,127.71,0,0.99,707,"Amazon Digital Services,  Inc.",48384
622,2006,A Dirty Job,Christopher Moore,en-US,Excellent,4.08,78523,nonfiction,127.71,76.626,0.99,707,"Amazon Digital Services,  Inc.",48168
623,2003,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,en-US,Excellent,4.24,66406,fiction,127.71,0,0.99,708,"Amazon Digital Services,  Inc.",47952
624,2003,The Amulet of Samarkand,Jonathan Stroud,en-US,Intermediate,3.99,86062,fiction,127.71,0,0.99,709,"Amazon Digital Services,  Inc.",47736
625,2007,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",en-US,Intermediate,3.91,71023,fiction,885.76,531.456,6.92,710,Penguin Group (USA) LLC,47520
626,1981,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",en-US,Intermediate,3.85,70241,children,888.32,532.992,6.94,710,"Amazon Digital Services,  Inc.",47520
627,1958,Exodus,Leon Uris,eng,Excellent,4.33,77258,fiction,1470.72,882.432,11.49,711,Random House LLC,47304
628,1994,Stones from the River,Ursula Hegi,en-GB,Excellent,4.07,80056,fiction,787.2,472.32,6.15,712,"Amazon Digital Services,  Inc.",47304
629,1939,The Big Sleep,Raymond Chandler,eng,Excellent,4.04,84489,fiction,126.72,76.032,0.99,713,"Amazon Digital Services,  Inc.",47088
630,1945,Cannery Row ,John Steinbeck,eng,Excellent,4.02,81598,fiction,1153.28,691.968,9.01,713,HarperCollins Publishers,47088
631,2011,Seriously...I'm Kidding,Ellen DeGeneres,en-US,Intermediate,3.72,74358,fiction,843.28,505.968,6.64,714,Hachette Book Group,46872
632,2000,The Miserable Mill,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.83,101325,fiction,1395.73,837.438,10.99,716,Penguin Group (USA) LLC,46872
633,2012,The Snow Child,Eowyn Ivey,eng,Intermediate,3.95,72328,fiction,125.73,75.438,0.99,716,"Amazon Digital Services,  Inc.",46872
634,2013,Wait for You,"J. Lynn, Jennifer L. Armentrout",eng,Excellent,4.19,106236,fiction,506.73,0,3.99,717,"Amazon Digital Services,  Inc.",46440
635,2009,The Last Straw,Jeff Kinney,eng,Excellent,4.11,82518,fiction,502.74,0,3.99,719,"Amazon Digital Services,  Inc.",46440
637,1982,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",eng,Excellent,4.01,69975,fiction,1198.75,719.25,9.59,724,HarperCollins Publishers,46008
638,2012,Onyx,Jennifer L. Armentrout,eng,Excellent,4.33,111448,fiction,1127.5,676.5,9.02,725,Random House LLC,46008
639,2013,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,eng,Excellent,4.28,109183,fiction,122.76,73.656,0.99,728,"Amazon Digital Services,  Inc.",45792
640,2003,The Birth of Venus,Sarah Dunant,en-US,Intermediate,3.79,78129,fiction,370.76,0,2.99,730,"Amazon Digital Services,  Inc.",45576
641,2005,The Opal Deception,Eoin Colfer,eng,Excellent,4.04,95638,fiction,121.77,73.062,0.99,733,"Amazon Digital Services,  Inc.",45360
643,2016,The Girls,Emma Cline,eng,Novice,3.49,76761,fiction,974.78,584.868,7.99,737,Random House LLC,44928
644,2003,The Goose Girl,Shannon Hale,en-US,Excellent,4.18,92952,fiction,120.78,72.468,0.99,738,Simon and Schuster Digital Sales Inc,44280
645,2001,Mystic River,Dennis Lehane,en-US,Excellent,4.19,86103,fiction,1096.78,658.068,8.99,739,Random House LLC,43848
646,2010,Warm Bodies,Isaac Marion,Unknown,Intermediate,3.93,66381,fiction,486.78,292.068,3.99,740,"Amazon Digital Services,  Inc.",43848
648,1966,The Moon is a Harsh Mistress,Robert A. Heinlein,eng,Excellent,4.17,80366,fiction,930.49,558.294,7.69,743,Penguin Group (USA) LLC,43416
650,1999,High Five,Janet Evanovich,eng,Excellent,4.17,92737,children,671.55,402.93,5.55,745,"Amazon Digital Services,  Inc.",43200
651,2013,Joyland,Stephen King,eng,Intermediate,3.9,75018,fiction,118.8,0,0.99,746,"Amazon Digital Services,  Inc.",42768
653,1933,Tender Is the Night,F. Scott Fitzgerald,en-US,Intermediate,3.83,79008,fiction,118.8,71.28,0.99,750,"Amazon Digital Services,  Inc.",42120
654,1984,Cold Sassy Tree,Olive Ann Burns,Unknown,Intermediate,3.99,82281,fiction,950.81,570.486,7.99,751,Random House LLC,42120
655,1945,The Glass Menagerie,Tennessee Williams,eng,Intermediate,3.67,90032,nonfiction,117.81,70.686,0.99,752,"Amazon Digital Services,  Inc.",41904
656,2011,L'amica geniale,"Elena Ferrante, Ann Goldstein",eng,Intermediate,3.88,64637,nonfiction,912.73,547.638,7.67,753,Random House LLC,41472
657,2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,eng,Intermediate,3.84,66129,fiction,355.81,0,2.99,757,"Amazon Digital Services,  Inc.",41256
658,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,eng,Intermediate,3.77,52031,fiction,117.81,0,0.99,759,"Amazon Digital Services,  Inc.",40824
659,2011,Rules of Civility,Amor Towles,eng,Intermediate,3.99,75541,fiction,712.81,427.686,5.99,760,Penguin Group (USA) LLC,40824
660,1970,Ringworld,Larry Niven,eng,Intermediate,3.96,76925,fiction,117.81,70.686,0.99,760,"Amazon Digital Services,  Inc.",40176
661,2011,Between Shades of Gray,Ruta Sepetys,eng,Excellent,4.36,87718,fiction,236.81,142.086,1.99,761,"Amazon Digital Services,  Inc.",40176
662,1996,Frindle,"Andrew Clements, Brian Selznick",en-US,Intermediate,3.79,83351,fiction,712.81,427.686,5.99,762,Macmillan,39960
663,2009,Dog Days,Jeff Kinney,en-US,Excellent,4.14,78592,fiction,474.81,0,3.99,764,"Amazon Digital Services,  Inc.",39744
664,2012,The Round House,Louise Erdrich,eng,Intermediate,3.91,67928,fiction,355.81,0,2.99,764,"Amazon Digital Services,  Inc.",39312
665,1973,A Wind in the Door,Madeleine L'Engle,eng,Excellent,4.07,87277,fiction,355.81,0,2.99,765,"Amazon Digital Services,  Inc.",39312
666,2012,Free Four: Tobias Tells the Divergent Story,Veronica Roth,eng,Excellent,4.18,81621,nonfiction,1188.81,713.286,9.99,765,Hachette Book Group,38880
667,2015,A Little Life,Hanya Yanagihara,eng,Excellent,4.27,66782,fiction,355.81,213.486,2.99,766,"Amazon Digital Services,  Inc.",38664
668,2003,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",eng,Excellent,4.12,81326,fiction,117.81,0,0.99,767,"Amazon Digital Services,  Inc.",38664
669,2011,The Alloy of Law,Brandon Sanderson,eng,Excellent,4.2,72185,fiction,593.81,0,4.99,768,"Amazon Digital Services,  Inc.",38448
670,2011,Dead Reckoning,Charlaine Harris,eng,Intermediate,3.77,87066,nonfiction,117.81,70.686,0.99,770,"Amazon Digital Services,  Inc.",38448
671,1985,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",eng,Intermediate,3.9,80075,fiction,784.21,470.526,6.59,770,"Amazon Digital Services,  Inc.",38448
675,1994,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",eng,Intermediate,3.57,62106,fiction,915.11,549.066,7.69,775,Random House LLC,37584
677,1990,Four Past Midnight,Stephen King,en-GB,Intermediate,3.9,76376,nonfiction,640.22,384.132,5.38,779,HarperCollins Publishers,37368
678,2012,The Marriage Bargain,Jennifer Probst,eng,Intermediate,3.81,91630,fiction,1307.81,784.686,10.99,781,Random House LLC,37368
679,1909,Anne of Avonlea,L.M. Montgomery,en-US,Excellent,4.21,99918,fiction,117.81,70.686,0.99,782,"Amazon Digital Services,  Inc.",37368
680,1930,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",en-US,Excellent,4.15,82102,fiction,593.81,0,4.99,783,"Amazon Digital Services,  Inc.",37152
681,2013,We Are All Completely Beside Ourselves,Karen Joy Fowler,eng,Intermediate,3.71,59973,fiction,355.81,0,2.99,783,"Amazon Digital Services,  Inc.",37152
682,1996,Children of the Mind,Orson Scott Card,eng,Intermediate,3.74,74517,fiction,1022.21,613.326,8.59,784,"Amazon Digital Services,  Inc.",36936
683,1922,Ulysses,James Joyce,eng,Intermediate,3.74,76791,fiction,117.81,0,0.99,786,"Amazon Digital Services,  Inc.",36936
684,1998,Someone Like You,Sarah Dessen,eng,Intermediate,3.94,84358,nonfiction,355.81,213.486,2.99,786,Simon and Schuster Digital Sales Inc,36936
685,2003,Moloka'i,Alan Brennert,en-US,Excellent,4.15,75307,nonfiction,950.81,570.486,7.99,787,HarperCollins Christian Publishing,36720
686,1990,The Witching Hour,Anne Rice,eng,Excellent,4.1,79824,nonfiction,357.54,214.524,3.03,789,"Amazon Digital Services,  Inc.",36504
687,1986,This Present Darkness,Frank E. Peretti,eng,Excellent,4.24,71815,fiction,352.82,0,2.99,791,"Amazon Digital Services,  Inc.",36504
688,2012,The Coincidence of Callie & Kayden,Jessica Sorensen,eng,Excellent,4.21,97615,fiction,116.82,70.092,0.99,792,"Amazon Digital Services,  Inc.",36504
689,2015,Fates and Furies,Lauren Groff,eng,Intermediate,3.56,66085,fiction,862.58,517.548,7.31,792,HarperCollins Publishers,36504
690,1998,Summer Sisters,Judy Blume,Unknown,Intermediate,3.83,73515,fiction,862.58,517.548,7.31,794,Penguin Group (USA) LLC,36504
691,1945,Stuart Little,"E.B. White, Garth Williams",en-US,Intermediate,3.88,89033,fiction,352.82,211.692,2.99,797,"Amazon Digital Services,  Inc.",36504
692,1953,The Foundation Trilogy,Isaac Asimov,eng,Excellent,4.39,72311,fiction,1060.82,636.492,8.99,797,HarperCollins Publishers,36504
693,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,en-US,Excellent,4.06,32626,fiction,352.82,0,2.99,798,"Amazon Digital Services,  Inc.",36288
694,2000,The Austere Academy,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.97,99311,fiction,116.82,0,0.99,799,"Amazon Digital Services,  Inc.",36288
695,2001,Seven Up,Janet Evanovich,en-US,Excellent,4.15,94506,fiction,1320.42,792.252,11.19,800,HarperCollins Publishers,36072
696,2009,The Awakening,Kelley Armstrong,eng,Excellent,4.16,95026,fiction,761.1,456.66,6.45,802,Simon and Schuster Digital Sales Inc,36072
697,2003,Death Masks,Jim Butcher,eng,Excellent,4.32,83664,children,654.9,392.94,5.55,802,"Amazon Digital Services,  Inc.",36072
698,1993,Stellaluna,Janell Cannon,en-US,Excellent,4.22,87423,fiction,116.82,70.092,0.99,803,"Amazon Digital Services,  Inc.",36072
699,2007,Before They Are Hanged,Joe Abercrombie,eng,Excellent,4.27,68865,fiction,116.82,70.092,0.99,804,Random House LLC,35856
700,2007,Loving Frank,Nancy Horan,en-US,Intermediate,3.73,72734,fiction,824.82,494.892,6.99,804,Hachette Book Group,35640
701,2002,Hard Eight,"Janet Evanovich, Lorelei King",en-US,Excellent,4.17,93057,nonfiction,1060.82,636.492,8.99,805,Random House LLC,35640
702,2001,The Vile Village,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.94,89733,fiction,706.82,424.092,5.99,808,Penguin Group (USA) LLC,35640
703,1973,Sybil,Flora Rheta Schreiber,en-US,Intermediate,3.99,72493,nonfiction,502.68,301.608,4.26,809,HarperCollins Publishing,35640
704,1980,Cosmos,Carl Sagan,eng,Excellent,4.35,76440,nonfiction,1131.62,678.972,9.59,810,Penguin Group (USA) LLC,35640
705,2005,Haunted: A Novel of Stories,Chuck Palahniuk,eng,Intermediate,3.59,68861,fiction,234.82,140.892,1.99,810,Simon and Schuster Digital Sales Inc,35424
706,1987,The Shell Seekers,Rosamunde Pilcher,eng,Excellent,4.13,73573,fiction,588.82,0,4.99,811,"Amazon Digital Services,  Inc.",35424
707,2006,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,eng,Excellent,4.16,59333,fiction,1680.32,1008.192,14.24,811,Penguin Group (USA) LLC,35424
710,2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",eng,Excellent,4.02,71868,children,872.02,523.212,7.39,816,"Amazon Digital Services,  Inc.",35208
711,2013,The Lowland,Jhumpa Lahiri,eng,Intermediate,3.82,62231,fiction,470.82,282.492,3.99,818,"Amazon Digital Services,  Inc.",35208
712,2004,The Ruins of Gorlan,John Flanagan,eng,Excellent,4.2,83085,nonfiction,824.82,494.892,6.99,818,Random House LLC,34992
713,2009,Wintergirls,Laurie Halse Anderson,eng,Intermediate,3.98,87665,fiction,352.82,0,2.99,819,"Amazon Digital Services,  Inc.",34992
714,2000,The Brethren,John Grisham,Unknown,Intermediate,3.71,69351,fiction,942.82,565.692,7.99,820,Penguin Group (USA) LLC,34992
715,1997,Assassin's Quest,Robin Hobb,eng,Excellent,4.18,67125,fiction,470.82,0,3.99,821,"Amazon Digital Services,  Inc.",34776
716,1967,Rosemary's Baby,Ira Levin,eng,Intermediate,3.96,78766,fiction,588.82,0,4.99,823,"Amazon Digital Services,  Inc.",34776
717,1984,The Talisman,"Stephen King, Peter Straub",en-US,Excellent,4.12,79508,nonfiction,234.82,140.892,1.99,823,"Amazon Digital Services,  Inc.",34776
718,1998,The Path of Daggers,Robert Jordan,eng,Intermediate,3.9,74815,fiction,234.82,140.892,1.99,824,"Amazon Digital Services,  Inc.",34560
719,1958,The Dharma Bums,Jack Kerouac,en-US,Intermediate,3.94,62454,children,725.7,435.42,6.15,825,"Amazon Digital Services,  Inc.",34560
720,2010,The Reckoning,Kelley Armstrong,en-GB,Excellent,4.21,92922,fiction,466.83,0,3.99,826,"Amazon Digital Services,  Inc.",34560
721,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,en-US,Intermediate,3.97,69596,fiction,934.83,560.898,7.99,827,Random House LLC,34344
722,1934,Mary Poppins,"P.L. Travers, Mary Shepard",en-US,Excellent,4.05,82706,fiction,349.83,209.898,2.99,830,"Amazon Digital Services,  Inc.",34128
723,2007,Red Seas Under Red Skies,Scott Lynch,eng,Excellent,4.23,68255,fiction,349.83,209.898,2.99,831,"Amazon Digital Services,  Inc.",34128
724,1984,The House on Mango Street,Sandra Cisneros,eng,Intermediate,3.57,81579,fiction,115.83,0,0.99,832,"Amazon Digital Services,  Inc.",34128
725,2008,City of Thieves,David Benioff,en-GB,Excellent,4.28,68063,fiction,232.83,139.698,1.99,832,HarperCollins Publishers,34128
726,2007,Halfway to the Grave,Jeaniene Frost,eng,Excellent,4.18,106608,fiction,232.83,139.698,1.99,834,"Amazon Digital Services,  Inc.",33912
727,1980,The Twits,"Roald Dahl, Quentin Blake",eng,Intermediate,3.94,82458,fiction,855.27,513.162,7.31,836,Random House LLC,33696
728,2003,Abhorsen,Garth Nix,en-US,Excellent,4.29,80740,nonfiction,1519.83,911.898,12.99,836,"Amazon Digital Services,  Inc.",33696
729,2002,The Beach House,"James Patterson, Peter de Jonge",eng,Intermediate,3.82,68676,fiction,466.83,0,3.99,837,"Amazon Digital Services,  Inc.",33480
730,1987,Eyes of the Dragon,Stephen King,eng,Intermediate,3.92,72714,nonfiction,700.83,420.498,5.99,837,HarperCollins Publishers,33264
731,1976,Children of Dune,Frank Herbert,eng,Intermediate,3.9,74133,fiction,115.83,0,0.99,838,"Amazon Digital Services,  Inc.",33264
732,2011,Leviathan Wakes,James S.A. Corey,eng,Excellent,4.2,68416,nonfiction,1689.48,1013.688,14.44,840,HarperCollins Publishers,33048
733,2015,Queen of Shadows,Sarah J. Maas,eng,Famous,4.6,99067,fiction,349.83,209.898,2.99,841,Macmillan,33048
734,1991,Maus II : And Here My Troubles Began ,Art Spiegelman,eng,Famous,4.41,90147,nonfiction,583.83,350.298,4.99,842,Hachette Book Group,32832
735,1962,The Snowy Day,Ezra Jack Keats,eng,Excellent,4.13,81914,fiction,1170,702,10,843,"Amazon Digital Services,  Inc.",32832
736,2003,To the Nines,Janet Evanovich,eng,Excellent,4.16,86963,fiction,1402.83,841.698,11.99,844,Penguin Group (USA) LLC,32832
737,2012,Where We Belong,Emily Giffin,en-US,Intermediate,3.86,68224,nonfiction,115.83,0,0.99,845,"Amazon Digital Services,  Inc.",32616
738,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,eng,Excellent,4.1,72207,fiction,349.83,0,2.99,846,"Amazon Digital Services,  Inc.",32616
740,2012,The Signature of All Things,Elizabeth Gilbert,eng,Intermediate,3.81,61135,nonfiction,232.83,139.698,1.99,848,"Amazon Digital Services,  Inc.",32400
741,2003,"Eats, Shoots and Leaves",Lynne Truss,en-US,Intermediate,3.86,79117,fiction,466.83,0,3.99,852,"Amazon Digital Services,  Inc.",32184
742,2004,Dead Witch Walking,Kim Harrison,en-US,Excellent,4.04,91390,nonfiction,349.83,0,2.99,852,"Amazon Digital Services,  Inc.",32184
743,1986,"Clement C. Moore, Jan Brett","Clement C. Moore, Jan Brett",en-US,Excellent,4.36,81553,fiction,466.83,0,3.99,853,"Amazon Digital Services,  Inc.",32184
744,2009,An Echo in the Bone,Diana Gabaldon,eng,Famous,4.42,68854,fiction,1391.13,834.678,11.89,854,Simon and Schuster Digital Sales Inc,32184
745,2011,Unearthly,Cynthia Hand,en-US,Excellent,4.06,99942,fiction,232.83,139.698,1.99,857,Hachette Book Group,31968
746,1988,The Case for Christ,Lee Strobel,Unknown,Excellent,4.1,67128,fiction,799.11,479.466,6.83,859,Macmillan,31752
747,2005,Knife of Dreams,Robert Jordan,en-US,Excellent,4.12,71379,fiction,349.83,0,2.99,860,"Amazon Digital Services,  Inc.",31752
748,2002,Hoot,Carl Hiaasen,eng,Intermediate,3.81,75275,fiction,583.83,350.298,4.99,862,Penguin Group (USA) LLC,31752
752,1992,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,en-US,Intermediate,3.97,63304,fiction,892.04,535.224,7.69,867,Random House LLC,31536
753,2010,It's Not Summer Without You,Jenny Han,en-US,Excellent,4.14,80367,fiction,346.84,0,2.99,868,"Amazon Digital Services,  Inc.",31536
754,2012,Pushing the Limits,Katie McGarry,eng,Excellent,4.08,93818,fiction,462.84,0,3.99,869,"Amazon Digital Services,  Inc.",31320
755,2001,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",eng,Intermediate,3.85,90908,fiction,114.84,68.904,0.99,869,Random House LLC,31320
756,1977,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",eng,Excellent,4.26,77206,fiction,1158.84,695.304,9.99,871,Penguin Group (USA) LLC,31320
757,1979,The Long Walk,"Richard Bachman, Stephen King",eng,Excellent,4.11,71775,nonfiction,462.84,277.704,3.99,871,Hachette Book Group,31320
758,2001,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",eng,Excellent,4.01,90071,nonfiction,230.84,138.504,1.99,873,Random House LLC,31104
759,2004,Messenger ,Lois Lowry,eng,Intermediate,3.9,79746,fiction,462.84,277.704,3.99,877,"Amazon Digital Services,  Inc.",30888
760,2007,Lover Revealed,J.R. Ward,eng,Excellent,4.3,97830,fiction,694.84,0,5.99,879,"Amazon Digital Services,  Inc.",30888
761,2005,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",eng,Excellent,4.25,72797,fiction,770.24,462.144,6.64,879,Hachette Book Group,30672
762,2007,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",en-US,Excellent,4.14,87335,fiction,114.84,68.904,0.99,881,"Amazon Digital Services,  Inc.",30672
763,2007,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,eng,Intermediate,3.96,64347,children,694.84,416.904,5.99,883,"Amazon Digital Services,  Inc.",30456
764,2013,"Never Too Far (Too Far, #2)",Abbi Glines,eng,Excellent,4.21,97616,fiction,114.84,68.904,0.99,884,"Amazon Digital Services,  Inc.",30456
765,2004,State of Fear,Michael Crichton,eng,Intermediate,3.69,65397,fiction,114.84,68.904,0.99,885,"Amazon Digital Services,  Inc.",30240
766,2012,The Statistical Probability of Love at First Sight,Jennifer E. Smith,eng,Intermediate,3.8,89356,fiction,114.84,0,0.99,886,"Amazon Digital Services,  Inc.",30240
767,2004,The Golem's Eye,Jonathan Stroud,en-US,Excellent,4.09,69058,nonfiction,810.84,486.504,6.99,886,Simon and Schuster Digital Sales Inc,29808
768,1980,Still Life with Woodpecker,Tom Robbins,eng,Excellent,4.04,56802,fiction,346.84,0,2.99,887,"Amazon Digital Services,  Inc.",29808
769,2004,Those Who Save Us,Jenna Blum,en-US,Excellent,4.12,68480,fiction,114.84,0,0.99,890,"Amazon Digital Services,  Inc.",29808
770,2005,The Broker,John Grisham,eng,Intermediate,3.77,65428,fiction,114.84,68.904,0.99,892,"Amazon Digital Services,  Inc.",29592
771,2011,Across the Universe,Beth Revis,eng,Intermediate,3.78,94176,fiction,462.84,0,3.99,892,"Amazon Digital Services,  Inc.",29376
772,1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,en-US,Excellent,4.03,61238,nonfiction,1042.84,625.704,8.99,893,"Amazon Digital Services,  Inc.",29160
773,2004,Blood Rites,Jim Butcher,eng,Excellent,4.33,79627,nonfiction,1041.68,625.008,8.98,894,"Amazon Digital Services,  Inc.",28944
774,1942,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",en-US,Excellent,4.09,92916,fiction,1506.84,904.104,12.99,894,Simon and Schuster Digital Sales Inc,28944
775,2013,The Silent Wife,A.S.A. Harrison,eng,Novice,3.3,60323,nonfiction,784.16,470.496,6.76,897,"Amazon Digital Services,  Inc.",28728
776,2011,How to Be a Woman,Caitlin Moran,eng,Intermediate,3.73,70446,fiction,346.84,0,2.99,898,"Amazon Digital Services,  Inc.",28512
777,2016,A Court of Mist and Fury,Sarah J. Maas,eng,Famous,4.72,108384,fiction,1158.84,695.304,9.99,900,Simon and Schuster Digital Sales Inc,28512
778,2010,Life,Keith Richards,en-GB,Intermediate,3.84,60409,fiction,926.84,556.104,7.99,900,Random House LLC,28512
779,2008,Unaccustomed Earth,Jhumpa Lahiri,eng,Excellent,4.11,60126,fiction,458.85,0,3.99,903,"Amazon Digital Services,  Inc.",28296
780,1998,The Pilot's Wife,Anita Shreve,eng,Intermediate,3.5,71777,fiction,1367.35,820.41,11.89,904,Simon and Schuster Digital Sales Inc,28296
781,1985,White Noise,Don DeLillo,eng,Intermediate,3.86,55678,fiction,573.85,0,4.99,905,"Amazon Digital Services,  Inc.",28296
